t,mass_est,comx,comy,comz,pitch,roll,gyro0,gyro1,gyro2,grav0,grav1,grav2,cmd0,cmd1,cmd2,q0,q1,q2,q3,q4,q5,q6,q7,dq0,dq1,dq2,dq3,dq4,dq5,dq6,dq7,act0,act1,act2,act3,act4,act5,act6,act7
126.99264,3.50392,-0.00423,0.00663,0.06307,0.11311,0.06054,0.04152,0.05410,-0.09326,0.12660,0.01799,-0.99179,0.49000,0.08000,0.00000,0.02746,0.33856,0.77444,3.38220,-0.09343,-0.28216,-0.68327,1.03380,0.00000,0.03000,-0.27000,-1.13000,0.01000,0.00000,0.28000,-1.29000,-0.01350,1.68427,-0.10458,0.00366,-0.11862,-1.35410,-0.33243,-1.07327
127.01274,3.32210,-0.00437,0.00626,0.06078,0.11337,0.06195,0.05564,0.06155,-0.07941,0.12762,0.01721,-0.99167,0.50000,0.05000,0.00000,0.02746,0.33856,0.76944,3.36080,-0.09323,-0.28196,-0.67957,1.00850,0.00000,0.00000,-0.25000,-0.89000,0.00000,0.00000,0.10000,-1.09000,-0.03078,1.64848,-0.04924,0.58629,-0.10157,-1.36007,-0.35007,-0.53313
127.03282,3.36052,-0.00435,0.00618,0.06130,0.11367,0.06359,0.04445,0.06235,-0.08261,0.12879,0.01628,-0.99154,0.50000,0.05000,0.00000,0.02726,0.33846,0.76484,3.34390,-0.09313,-0.28216,-0.67787,0.98850,0.00000,-0.01000,-0.20000,-0.70000,0.00000,-0.01000,0.13000,-0.87000,-0.05317,1.64199,-0.01039,1.24847,-0.07923,-1.33501,-0.37120,0.01022
127.05260,3.32256,-0.00424,0.00602,0.06062,0.11413,0.06523,0.04152,0.06768,-0.09619,0.13009,0.01550,-0.99138,0.50000,0.05000,0.00000,0.02716,0.33856,0.76174,3.33060,-0.09313,-0.28196,-0.67527,0.97220,0.02000,0.00000,-0.19000,-0.59000,0.00000,0.00000,0.04000,-0.71000,-0.07174,1.64499,-0.01405,1.94972,-0.06358,-1.35096,-0.33990,0.58518
127.07283,3.23474,-0.00414,0.00584,0.05917,0.11456,0.06652,0.04179,0.05889,-0.07835,0.13117,0.01494,-0.99125,0.50000,0.05000,0.00000,0.02716,0.33836,0.75834,3.32320,-0.09313,-0.28216,-0.67437,0.96120,0.00000,-0.02000,-0.06000,-0.26000,0.00000,-0.01000,0.00000,-0.58000,-0.08435,1.64199,-0.02691,2.69057,-0.04598,-1.37714,-0.30755,1.20229
127.09281,3.16190,-0.00403,0.00557,0.05773,0.11517,0.06799,0.03034,0.07540,-0.10178,0.13248,0.01440,-0.99108,0.50000,0.05000,0.00000,0.02716,0.33836,0.75724,3.32220,-0.09293,-0.28216,-0.67377,0.95370,-0.01000,-0.07000,-0.06000,-0.00000,0.00000,0.01000,0.00000,-0.27000,-0.09133,1.65388,-0.04070,3.38652,-0.03364,-1.36790,-0.29958,1.78748
127.11275,3.04454,-0.00384,0.00518,0.05537,0.11546,0.06894,0.01835,0.03812,-0.10551,0.13325,0.01404,-0.99098,0.50000,0.05000,0.00000,0.02696,0.33826,0.75614,3.32370,-0.09283,-0.28216,-0.67367,0.95300,0.00000,0.01000,-0.02000,0.10000,0.00000,0.01000,0.00000,0.00000,-0.09532,1.63690,-0.04569,4.03036,-0.02022,-1.40129,-0.27561,2.34363
127.13275,2.89294,-0.00360,0.00462,0.05235,0.11588,0.07013,0.02262,0.06502,-0.06663,0.13427,0.01360,-0.99085,0.50000,0.05000,0.00000,0.02696,0.33866,0.75604,3.32800,-0.09293,-0.28216,-0.67377,0.95480,0.00000,0.00000,0.00000,0.28000,-0.01000,0.00000,0.00000,0.11000,-0.10683,1.62483,-0.02937,4.67195,-0.00770,-1.40438,-0.26779,2.81969
127.15279,2.76062,-0.00335,0.00413,0.04970,0.11647,0.07114,0.01676,0.07860,-0.04985,0.13532,0.01327,-0.99071,0.50000,0.05000,0.00000,0.02646,0.33836,0.75604,3.33650,-0.09263,-0.28216,-0.67367,0.95670,-0.04000,0.00000,0.00000,0.39000,0.00000,-0.03000,0.00000,0.07000,-0.11389,1.66554,-0.01893,5.35408,0.00474,-1.37181,-0.26408,3.29781
127.17265,2.76310,-0.00338,0.00394,0.04970,0.11783,0.07255,0.00211,0.11322,-0.06343,0.13722,0.01314,-0.99045,0.50000,0.05000,0.00000,0.02646,0.33836,0.75604,3.34400,-0.09233,-0.28216,-0.67367,0.96030,-0.02000,-0.01000,0.01000,0.34000,0.03000,0.00000,0.02000,0.17000,-0.11092,1.68768,-0.02276,6.04179,0.00444,-1.35984,-0.27033,3.84238
127.19264,2.72638,-0.00332,0.00370,0.04890,0.11962,0.07399,0.00158,0.11721,-0.06503,0.13947,0.01326,-0.99014,0.50000,0.05000,0.00000,0.02646,0.33836,0.75614,3.35370,-0.09193,-0.28226,-0.67377,0.96500,0.00000,-0.02000,0.00000,0.57000,0.00000,0.00000,0.00000,0.19000,-0.11333,1.70470,-0.05014,6.80744,0.01206,-1.39348,-0.24345,4.48806
127.21268,2.69804,-0.00332,0.00352,0.04852,0.12109,0.07519,-0.00988,0.10550,-0.07062,0.14133,0.01338,-0.98987,0.50000,0.04500,0.00000,0.02646,0.33836,0.75604,3.36520,-0.09203,-0.28226,-0.67367,0.97280,0.00000,0.00000,0.00000,0.60000,0.00000,0.03000,0.00000,0.45000,-0.11686,1.72246,-0.08438,7.57787,0.02802,-1.41686,-0.22728,5.23440
127.23294,2.51938,-0.00291,0.00307,0.04505,0.12275,0.07655,-0.00082,0.09911,-0.06210,0.14343,0.01350,-0.98957,0.50000,0.04500,0.00000,0.02656,0.33836,0.75604,3.38110,-0.09193,-0.28226,-0.67367,0.98530,0.00000,-0.01000,0.03000,0.87000,0.01000,0.01000,0.00000,0.62000,-0.13263,1.72549,-0.09925,8.40243,0.04839,-1.43770,-0.22331,5.95083
127.25305,2.21745,-0.00236,0.00248,0.03868,0.12377,0.07736,-0.01227,0.07833,-0.04985,0.14469,0.01359,-0.98938,0.50000,0.04500,0.00000,0.02636,0.33846,0.75604,3.40080,-0.09173,-0.28246,-0.67367,1.00070,-0.01000,-0.01000,0.00000,1.03000,0.00000,0.00000,0.00000,0.85000,-0.13958,1.73418,-0.08662,9.23585,0.07781,-1.44239,-0.23843,6.71542
127.27251,1.91025,-0.00190,0.00202,0.03270,0.12515,0.07815,-0.02133,0.07061,-0.04639,0.14624,0.01394,-0.98915,0.50000,0.04500,0.00000,0.02636,0.33846,0.75604,3.42630,-0.09173,-0.28246,-0.67357,1.02250,0.00000,-0.01000,0.00000,1.29000,0.01000,0.00000,0.00000,1.12000,-0.15570,1.72874,-0.03168,10.07395,0.10164,-1.42417,-0.27642,7.43129
127.29251,1.27641,-0.00132,0.00146,0.02141,0.12633,0.07863,-0.02346,0.05117,-0.05544,0.14744,0.01443,-0.98897,0.50000,0.04500,0.00000,0.02626,0.33836,0.75614,3.45470,-0.09143,-0.28236,-0.67377,1.04830,-0.01000,0.00000,0.02000,1.48000,0.04000,0.00000,0.00000,1.42000,-0.17425,1.72825,0.01127,10.93126,0.12783,-1.42323,-0.31497,8.17572
127.31280,0.49923,-0.00078,0.00097,0.00854,0.12675,0.07863,-0.02372,0.03918,-0.05092,0.14775,0.01480,-0.98891,0.50000,0.04500,0.00000,0.02606,0.33826,0.75654,3.48970,-0.09123,-0.28236,-0.67377,1.07860,0.00000,0.00000,0.01000,1.78000,0.00000,0.00000,0.00000,1.48000,-0.18665,1.69703,0.09897,11.80613,0.15794,-1.41772,-0.37649,8.90376
127.33275,0.14613,-0.00036,0.00069,0.00274,0.12738,0.07861,-0.02878,0.00483,-0.04825,0.14822,0.01533,-0.98884,0.50000,0.04500,0.00000,0.02586,0.33806,0.75714,3.53040,-0.09083,-0.28226,-0.67377,1.11470,0.00000,-0.01000,0.02000,2.13000,0.02000,0.00000,0.00000,1.84000,-0.20349,1.67135,0.20760,12.64419,0.18949,-1.39416,-0.45054,9.65449
127.35276,0.03805,-0.00011,0.00055,0.00098,0.12715,0.07785,-0.03464,-0.02287,-0.04266,0.14758,0.01589,-0.98892,0.50000,0.04500,0.00000,0.02586,0.33766,0.75754,3.57820,-0.09063,-0.28226,-0.67377,1.15720,0.00000,-0.05000,0.02000,2.44000,0.00000,0.00000,0.00000,2.15000,-0.21952,1.66931,0.26080,13.48451,0.20706,-1.39166,-0.47975,10.42205
127.37284,0.01160,-0.00003,0.00049,0.00055,0.12684,0.07685,-0.03438,-0.05855,-0.04106,0.14672,0.01659,-0.98904,0.50000,0.04500,0.00000,0.02516,0.33746,0.75974,3.63310,-0.09043,-0.28216,-0.67387,1.20460,-0.05000,-0.01000,0.15000,2.91000,0.01000,-0.01000,0.00000,2.43000,-0.23548,1.67389,0.27268,14.26851,0.22369,-1.39299,-0.48636,11.13804
127.39273,0.00453,0.00000,0.00044,0.00042,0.12601,0.07572,-0.02213,-0.08758,-0.04239,0.14538,0.01706,-0.98923,0.50000,0.04500,0.00000,0.02496,0.33716,0.76084,3.69520,-0.09033,-0.28216,-0.67397,1.25810,0.00000,-0.04000,0.01000,3.16000,0.00000,0.01000,0.00000,2.74000,-0.22727,1.69076,0.23488,14.99596,0.22732,-1.40779,-0.48434,11.86431
127.41277,0.00155,0.00001,0.00041,0.00036,0.12395,0.07347,-0.02399,-0.12140,-0.06583,0.14240,0.01773,-0.98965,0.50000,0.04500,0.00000,0.02486,0.33636,0.76194,3.76450,-0.09033,-0.28226,-0.67407,1.32000,0.00000,-0.03000,0.14000,3.54000,0.00000,0.00000,-0.01000,3.09000,-0.22508,1.68761,0.22965,15.72011,0.24145,-1.42225,-0.49108,12.55823
127.43284,-0.00029,0.00001,0.00040,0.00033,0.12223,0.07116,-0.04583,-0.16109,-0.06104,0.13964,0.01863,-0.99003,0.50000,0.04500,0.00000,0.02486,0.33606,0.76564,3.84140,-0.08993,-0.28216,-0.67457,1.38670,-0.01000,-0.03000,0.26000,3.92000,0.02000,0.00000,-0.08000,3.38000,-0.22362,1.65813,0.23350,16.28139,0.26300,-1.44306,-0.51351,13.16653
127.45290,-0.00009,-0.00000,0.00039,0.00033,0.11958,0.06773,-0.07193,-0.20130,-0.06929,0.13548,0.01982,-0.99058,0.50000,0.04500,0.00000,0.02486,0.33596,0.76844,3.92440,-0.08933,-0.28226,-0.67497,1.45920,0.02000,-0.04000,0.14000,4.09000,0.08000,0.00000,0.00000,3.71000,-0.21794,1.68058,0.21837,16.79122,0.26609,-1.43567,-0.52505,13.77136
127.47284,-0.00087,-0.00001,0.00039,0.00032,0.11720,0.06422,-0.06527,-0.22607,-0.06530,0.13147,0.02125,-0.99109,0.50000,0.04500,0.00000,0.02476,0.33516,0.76954,4.01480,-0.08853,-0.28226,-0.67517,1.54010,0.01000,-0.08000,0.07000,4.41000,0.05000,0.01000,-0.04000,4.05000,-0.21820,1.66850,0.21829,17.22254,0.26456,-1.43050,-0.56146,14.24635
127.49289,-0.00054,-0.00001,0.00039,0.00031,0.11372,0.06001,-0.04503,-0.24870,-0.04186,0.12617,0.02255,-0.99175,0.50000,0.04500,0.00000,0.02486,0.33346,0.77104,4.10840,-0.08843,-0.28216,-0.67617,1.62500,0.02000,-0.13000,0.17000,4.82000,-0.02000,-0.02000,-0.05000,4.31000,-0.20317,1.66931,0.21474,17.60398,0.26997,-1.42304,-0.61155,14.69444
127.51284,-0.00015,-0.00001,0.00039,0.00032,0.11015,0.05662,-0.03757,-0.24844,0.00501,0.12131,0.02302,-0.99235,0.50000,0.04500,0.00000,0.02446,0.33146,0.77314,4.21010,-0.08833,-0.28206,-0.67697,1.71490,-0.02000,-0.14000,0.12000,5.20000,-0.02000,0.01000,-0.02000,4.54000,-0.19627,1.68236,0.20192,17.83346,0.28830,-1.39243,-0.66438,15.03396
127.53283,0.00249,-0.00002,0.00039,0.00033,0.10542,0.05249,-0.01121,-0.31395,0.02046,0.11512,0.02329,-0.99308,0.50000,0.04500,0.00000,0.02176,0.32896,0.77514,4.31920,-0.08873,-0.28146,-0.67707,1.81070,-0.11000,-0.14000,0.08000,5.44000,-0.01000,0.05000,0.00000,4.66000,-0.18383,1.73293,0.19802,18.01956,0.28382,-1.33843,-0.69227,15.32572
127.55290,0.00283,-0.00001,0.00039,0.00034,0.10058,0.04854,-0.01813,-0.30836,0.04869,0.10894,0.02333,-0.99377,0.50000,0.04500,0.00000,0.02036,0.32516,0.77524,4.43130,-0.08883,-0.28056,-0.67707,1.91430,-0.02000,-0.18000,0.00000,5.59000,0.00000,0.01000,0.00000,5.09000,-0.15790,1.72646,0.18385,18.06343,0.26880,-1.31001,-0.76626,15.50503
127.57278,0.00496,-0.00001,0.00038,0.00035,0.09507,0.04355,-0.05728,-0.36721,0.03217,0.10161,0.02378,-0.99454,0.50000,0.04500,0.00000,0.02016,0.32256,0.77684,4.54510,-0.08913,-0.27906,-0.67737,2.02060,0.00000,-0.04000,0.14000,5.61000,0.00000,0.06000,0.01000,5.34000,-0.15039,1.75187,0.21008,18.01592,0.25777,-1.25313,-0.81427,15.52372
127.59272,0.00566,-0.00002,0.00038,0.00034,0.08954,0.03756,-0.08657,-0.42287,-0.04399,0.09362,0.02512,-0.99529,0.50000,0.04500,0.00000,0.01986,0.32286,0.77994,4.66360,-0.08903,-0.27796,-0.67727,2.13600,-0.02000,0.03000,0.15000,5.74000,0.00000,0.06000,0.00000,5.68000,-0.16747,1.72151,0.23741,17.83165,0.26220,-1.24785,-0.84975,15.36833
127.61254,0.00697,-0.00002,0.00037,0.00035,0.08332,0.03045,-0.08125,-0.43592,-0.03014,0.08437,0.02696,-0.99607,0.50000,0.04500,0.00000,0.01996,0.32326,0.78204,4.77910,-0.08813,-0.27706,-0.67727,2.25220,0.00000,0.00000,0.15000,5.79000,0.05000,0.05000,0.00000,5.75000,-0.17558,1.64641,0.22823,17.45540,0.27765,-1.30354,-0.88753,15.09189
127.63277,0.00813,-0.00003,0.00036,0.00035,0.07733,0.02388,-0.06101,-0.44285,0.01460,0.07566,0.02845,-0.99673,0.50000,0.04500,0.00000,0.01996,0.32306,0.78344,4.90150,-0.08723,-0.27646,-0.67767,2.37280,0.00000,-0.04000,0.08000,5.89000,0.00000,0.01000,-0.01000,5.91000,-0.17532,1.65694,0.21322,16.95504,0.27436,-1.27081,-0.92820,14.65375
127.65279,0.00970,-0.00003,0.00035,0.00034,0.07037,0.01737,-0.03970,-0.44072,-0.00990,0.06622,0.02930,-0.99737,0.50000,0.04500,0.00000,0.01956,0.32316,0.78464,5.02070,-0.08743,-0.27606,-0.67907,2.48990,-0.02000,0.02000,0.09000,5.98000,0.00000,-0.02000,-0.07000,5.89000,-0.17077,1.68753,0.20279,16.43311,0.26235,-1.21786,-0.96837,14.12620
127.67276,0.01083,-0.00003,0.00034,0.00034,0.06389,0.01156,-0.03091,-0.44072,-0.03627,0.05755,0.02995,-0.99789,0.50000,0.04500,0.00000,0.01866,0.32276,0.78514,5.14100,-0.08753,-0.27596,-0.68057,2.61180,-0.03000,0.00000,0.00000,5.82000,0.00000,0.01000,-0.08000,5.88000,-0.16255,1.64443,0.19260,15.75596,0.26818,-1.23750,-0.99793,13.52106
127.69274,0.01092,-0.00004,0.00034,0.00035,0.05695,0.00524,-0.05169,-0.48759,-0.06929,0.04820,0.03072,-0.99836,0.50000,0.04500,0.00000,0.01786,0.32266,0.78514,5.26010,-0.08753,-0.27616,-0.68107,2.72730,-0.06000,-0.01000,0.00000,6.00000,0.00000,-0.04000,-0.01000,5.68000,-0.15509,1.61815,0.18987,15.06765,0.26344,-1.24811,-1.02855,12.91496
127.71277,0.00927,-0.00005,0.00035,0.00035,0.04966,-0.00196,-0.09137,-0.47374,-0.12256,0.03799,0.03201,-0.99877,0.23000,0.00000,0.00000,0.01786,0.32146,0.78504,5.38650,-0.08763,-0.27656,-0.68197,2.84520,0.00000,-0.09000,-0.01000,6.23000,0.00000,-0.02000,-0.04000,5.78000,-0.15024,1.56634,0.18522,14.19341,0.25806,-1.25822,-1.09087,12.30239
127.73290,0.01269,-0.00006,0.00034,0.00039,0.04296,-0.00970,-0.12120,-0.57308,-0.16144,0.02786,0.03409,-0.99903,0.23000,0.00000,0.00000,0.01776,0.32146,0.78464,5.51470,-0.08673,-0.27926,-0.68377,2.96030,0.01000,0.00000,0.01000,6.42000,0.06000,-0.19000,-0.13000,5.70000,-0.20340,1.77338,0.08920,14.08278,0.34045,-1.52312,-1.09633,12.54039
127.75282,0.00921,-0.00006,0.00034,0.00037,0.03425,-0.01921,-0.11161,-0.62954,-0.17582,0.01504,0.03626,-0.99923,0.23000,0.00000,0.00000,0.01786,0.32296,0.78434,5.64330,-0.08403,-0.28486,-0.68747,3.07260,0.00000,0.10000,-0.01000,6.50000,0.16000,-0.37000,-0.18000,5.64000,-0.20716,1.70169,0.00783,13.69202,0.38017,-1.51389,-1.17760,12.58957
127.77277,0.00611,-0.00005,0.00036,0.00033,0.02585,-0.02835,-0.06580,-0.57334,-0.16170,0.00268,0.03826,-0.99926,0.23000,0.00000,0.00000,0.01806,0.32426,0.78444,5.77060,-0.08283,-0.29016,-0.69067,3.18390,0.04000,0.08000,0.00000,6.51000,0.02000,-0.27000,-0.13000,5.73000,-0.18286,1.67090,-0.04816,12.99263,0.37882,-1.50182,-1.24093,12.35028
127.79279,0.00735,-0.00004,0.00037,0.00034,0.01798,-0.03604,-0.04609,-0.50889,-0.10871,-0.00836,0.03938,-0.99919,0.23000,0.00000,0.00000,0.01796,0.32446,0.78524,5.90700,-0.08323,-0.29406,-0.69437,3.30340,0.00000,-0.03000,0.04000,6.47000,0.00000,-0.15000,-0.23000,5.60000,-0.17386,1.67806,-0.07862,12.25580,0.38433,-1.47406,-1.27692,11.94108
127.81275,0.01056,-0.00004,0.00037,0.00035,0.01044,-0.04273,-0.04450,-0.45776,-0.10924,-0.01850,0.03989,-0.99903,0.23000,0.00000,0.00000,0.01746,0.32426,0.78794,6.03490,-0.08323,-0.29516,-0.69647,3.41930,-0.02000,0.02000,0.18000,6.13000,0.01000,0.03000,-0.04000,5.55000,-0.18610,1.73017,-0.08690,11.55159,0.37462,-1.41555,-1.26990,11.46134
127.83283,0.01427,-0.00005,0.00035,0.00037,0.00413,-0.04869,-0.04769,-0.42367,-0.10445,-0.02722,0.04056,-0.99881,0.23000,0.00000,0.00000,0.01576,0.32436,0.79094,6.15700,-0.08393,-0.29456,-0.69657,3.53340,-0.11000,0.00000,0.10000,5.85000,-0.05000,0.03000,0.00000,5.42000,-0.20409,1.71645,-0.06682,10.86900,0.35743,-1.40510,-1.24656,10.82407
127.85282,0.01900,-0.00006,0.00035,0.00040,-0.00251,-0.05481,-0.02372,-0.43726,-0.06370,-0.03628,0.04113,-0.99850,0.23000,0.00000,0.00000,0.01396,0.32426,0.79164,6.26710,-0.08483,-0.29366,-0.69727,3.63780,-0.07000,-0.01000,0.01000,5.64000,0.00000,0.03000,-0.04000,5.30000,-0.21297,1.71529,-0.07749,10.20239,0.32215,-1.38634,-1.25939,10.15871
127.87278,0.02097,-0.00007,0.00032,0.00040,-0.00963,-0.06082,-0.00295,-0.41702,-0.07808,-0.04564,0.04128,-0.99810,0.23000,0.00000,0.00000,0.01356,0.32416,0.79184,6.37830,-0.08583,-0.29336,-0.69807,3.74630,0.00000,0.00000,0.00000,5.35000,-0.09000,0.02000,0.00000,5.21000,-0.22122,1.70446,-0.06416,9.47850,0.29597,-1.33180,-1.30462,9.36007
127.89282,0.02226,-0.00008,0.00029,0.00039,-0.01554,-0.06541,0.00850,-0.41409,-0.07409,-0.05316,0.04107,-0.99774,0.23000,0.00000,0.00000,0.01256,0.32396,0.79184,6.48500,-0.08813,-0.29326,-0.69807,3.84970,-0.09000,0.00000,-0.01000,5.13000,-0.12000,0.00000,0.00000,4.96000,-0.24065,1.63996,-0.01415,8.65831,0.30678,-1.32978,-1.33732,8.46290
127.91290,0.02520,-0.00009,0.00031,0.00044,-0.02244,-0.07030,0.02022,-0.39518,-0.05598,-0.06163,0.04046,-0.99728,0.00000,0.00000,0.00000,0.01026,0.32346,0.79194,6.58650,-0.08963,-0.29326,-0.69807,3.94510,-0.14000,-0.03000,-0.02000,5.03000,-0.03000,0.00000,0.03000,4.64000,-0.26085,1.62433,0.02410,7.88982,0.30863,-1.31157,-1.35807,7.70088
127.93282,0.03068,-0.00010,0.00030,0.00050,-0.02895,-0.07479,0.02421,-0.41435,-0.05065,-0.06952,0.03980,-0.99679,0.00000,0.00000,0.00000,0.00786,0.32396,0.79184,6.68260,-0.09053,-0.29406,-0.69807,4.03850,-0.12000,0.00000,0.00000,4.60000,-0.08000,-0.05000,0.00000,4.65000,-0.28385,1.84262,-0.03121,7.75678,0.33229,-1.46305,-1.35612,7.72460
127.95281,0.02842,-0.00009,0.00031,0.00053,-0.03593,-0.07981,0.00557,-0.40583,-0.03600,-0.07810,0.03923,-0.99617,0.00000,0.00000,0.00000,0.00686,0.32496,0.79194,6.77680,-0.09153,-0.29506,-0.69807,4.13010,0.00000,0.03000,0.00000,4.62000,-0.05000,0.01000,0.00000,4.45000,-0.29938,1.79300,-0.03709,7.54552,0.34331,-1.41852,-1.39315,7.45402
127.97283,0.02636,-0.00009,0.00034,0.00054,-0.04163,-0.08476,-0.03917,-0.35656,-0.02615,-0.08564,0.03941,-0.99555,0.00000,0.00000,0.00000,0.00636,0.32456,0.79184,6.87040,-0.09193,-0.29476,-0.69817,4.22180,-0.03000,-0.02000,0.02000,4.52000,0.00000,0.01000,0.00000,4.40000,-0.33331,1.76920,-0.00197,7.10053,0.35230,-1.39494,-1.39528,6.99281
127.99281,0.02747,-0.00013,0.00036,0.00056,-0.04695,-0.09026,-0.05542,-0.40476,-0.02775,-0.09322,0.04026,-0.99483,0.00000,0.00000,0.00000,0.00606,0.32436,0.79194,6.95480,-0.09193,-0.29486,-0.69827,4.30370,-0.01000,0.00000,0.01000,4.37000,0.00000,0.00000,-0.01000,4.15000,-0.35973,1.76090,0.02949,6.57873,0.33017,-1.36937,-1.39192,6.45723
128.01287,0.02869,-0.00015,0.00038,0.00060,-0.05346,-0.09673,-0.03118,-0.39385,-0.03121,-0.10232,0.04108,-0.99390,0.00000,0.00000,0.00000,0.00606,0.32426,0.79194,7.04540,-0.09193,-0.29486,-0.69837,4.39150,-0.01000,0.00000,0.00000,4.26000,0.00000,0.00000,-0.01000,4.10000,-0.38593,1.71120,0.05367,5.92438,0.31915,-1.35669,-1.41588,5.87676
128.03280,0.02737,-0.00017,0.00040,0.00063,-0.05866,-0.10136,-0.01147,-0.37361,-0.04399,-0.10925,0.04128,-0.99316,0.00000,0.00000,0.00000,0.00596,0.32336,0.79204,7.12890,-0.09193,-0.29476,-0.69897,4.47250,-0.01000,-0.09000,0.00000,4.08000,0.00000,-0.01000,-0.03000,3.92000,-0.40842,1.64435,0.09507,5.00902,0.32027,-1.33247,-1.44403,5.03845
128.05278,0.02860,-0.00019,0.00041,0.00065,-0.06512,-0.10699,-0.01840,-0.38639,-0.04266,-0.11778,0.04145,-0.99217,0.00000,0.00000,0.00000,0.00586,0.32296,0.79204,7.21310,-0.09193,-0.29476,-0.69917,4.55250,0.00000,-0.02000,0.01000,3.82000,0.01000,0.02000,0.00000,3.76000,-0.41643,1.60626,0.14483,4.06633,0.31958,-1.32765,-1.43495,4.24476
128.07285,0.02542,-0.00019,0.00039,0.00060,-0.07018,-0.11190,-0.03944,-0.37014,-0.04799,-0.12477,0.04194,-0.99130,0.00000,0.00000,0.00000,0.00586,0.32286,0.79204,7.28770,-0.09193,-0.29476,-0.69907,4.62220,0.00000,0.00000,0.00000,3.72000,0.00000,0.00000,-0.01000,3.46000,-0.44561,1.54367,0.21170,2.93240,0.30829,-1.29479,-1.44070,3.21527
128.09258,0.02464,-0.00020,0.00037,0.00057,-0.07519,-0.11697,-0.03491,-0.33499,-0.05358,-0.13183,0.04251,-0.99036,0.00000,0.00000,0.00000,0.00596,0.32266,0.79244,7.35740,-0.09193,-0.29466,-0.69927,4.68910,0.01000,0.00000,0.02000,3.35000,-0.01000,0.00000,-0.01000,3.09000,-0.45224,1.51279,0.24133,1.69148,0.28898,-1.28607,-1.44776,2.20703
128.11284,0.02781,-0.00024,0.00040,0.00065,-0.08048,-0.12183,-0.01121,-0.30010,-0.03494,-0.13897,0.04273,-0.98937,0.00000,0.00000,0.00000,0.00586,0.32266,0.79304,7.41620,-0.09193,-0.29466,-0.70017,4.74530,0.00000,-0.01000,0.05000,3.00000,0.00000,0.00000,-0.07000,2.77000,-0.44593,1.47964,0.25505,0.33238,0.27267,-1.27712,-1.46623,1.09362
128.13279,0.02658,-0.00026,0.00041,0.00066,-0.08420,-0.12498,-0.00854,-0.24338,-0.03574,-0.14380,0.04270,-0.98869,0.00000,0.00000,0.00000,0.00596,0.32246,0.79414,7.46990,-0.09193,-0.29466,-0.70207,4.79670,0.00000,0.00000,0.05000,2.45000,0.00000,0.00000,-0.06000,2.34000,-0.43515,1.46116,0.28361,-1.18218,0.25390,-1.24724,-1.46896,-0.23844
128.15277,0.02849,-0.00029,0.00043,0.00072,-0.08748,-0.12813,-0.03944,-0.17227,-0.02748,-0.14830,0.04292,-0.98801,0.00000,0.00000,0.00000,0.00586,0.32226,0.79584,7.51300,-0.09223,-0.29446,-0.70287,4.83810,0.00000,0.00000,0.11000,1.88000,-0.01000,0.00000,-0.07000,1.84000,-0.41501,1.45497,0.31559,-2.69216,0.22870,-1.25563,-1.44568,-1.63911
128.17277,0.03183,-0.00034,0.00046,0.00081,-0.08902,-0.12997,-0.03225,-0.10809,-0.00591,-0.15065,0.04330,-0.98764,0.00000,0.00000,0.00000,0.00596,0.32196,0.79774,7.54600,-0.09243,-0.29426,-0.70487,4.86850,0.00000,-0.03000,0.11000,1.45000,-0.01000,0.00000,-0.10000,1.38000,-0.40776,1.45770,0.35283,-4.28607,0.19167,-1.23666,-1.42450,-3.16806
128.19287,0.03692,-0.00039,0.00048,0.00093,-0.08964,-0.13088,-0.00322,-0.00343,0.00235,-0.15168,0.04359,-0.98747,0.00000,0.00000,0.00000,0.00596,0.32176,0.79984,7.56750,-0.09273,-0.29356,-0.70727,4.88820,0.00000,-0.02000,0.11000,0.90000,-0.06000,0.07000,-0.12000,0.86000,-0.38177,1.47697,0.36535,-5.84804,0.14844,-1.21343,-1.42356,-4.67104
128.21279,0.03969,-0.00041,0.00048,0.00100,-0.08912,-0.13037,0.01409,0.06422,-0.02562,-0.15098,0.04350,-0.98758,0.00000,0.00000,0.00000,0.00596,0.32186,0.80334,7.57560,-0.09363,-0.29326,-0.71107,4.89780,-0.01000,0.00000,0.21000,0.19000,0.00000,0.00000,-0.21000,0.26000,-0.33000,1.48567,0.36334,-7.36377,0.10396,-1.20217,-1.44190,-6.17932
128.23285,0.04865,-0.00045,0.00051,0.00121,-0.08708,-0.12846,-0.01041,0.15769,-0.02535,-0.14825,0.04330,-0.98800,0.00000,0.00000,0.00000,0.00596,0.32146,0.80594,7.57380,-0.09423,-0.29326,-0.71527,4.89550,0.00000,-0.01000,0.11000,-0.22000,-0.01000,0.01000,-0.20000,-0.25000,-0.26813,1.47743,0.35009,-8.78364,0.06687,-1.23208,-1.43814,-7.54748
128.25285,0.06026,-0.00051,0.00057,0.00145,-0.08472,-0.12640,-0.01760,0.18246,-0.01683,-0.14517,0.04318,-0.98846,0.00000,0.00000,0.00000,0.00606,0.32126,0.80874,7.56210,-0.09513,-0.29306,-0.71877,4.88350,-0.01000,0.02000,0.18000,-0.72000,-0.03000,0.00000,-0.24000,-0.69000,-0.21525,1.50630,0.34215,-10.09222,0.02023,-1.22622,-1.43625,-8.74859
